"data_partida","mandante","estado_mandante","time_fora","estado_time_fora","gols_mandante","gols_time_fora","temporada","rodada"
2007-07-18 00:00:00,"Atlético-MG","MG","América-RN","RN",4,1,2007,12
2007-07-18 00:00:00,"Internacional","","Corinthians","",3,0,2007,12
2007-07-18 00:00:00,"São Paulo","","Fluminense","",0,1,2007,12
2007-07-18 00:00:00,"Náutico","","Cruzeiro","",1,4,2007,12
2007-07-19 00:00:00,"Palmeiras","","Santos","",2,2,2007,12
2007-07-19 00:00:00,"Goiás","","Grêmio","",0,0,2007,12
2007-07-19 00:00:00,"Flamengo","","Paraná","",1,2,2007,12
2007-07-21 00:00:00,"Vasco","","Atlético-MG","MG",4,0,2007,13
2007-07-21 00:00:00,"Juventude","","Internacional","",2,0,2007,13
2007-07-21 00:00:00,"América-RN","RN","Athletico-PR","PR",2,1,2007,13
2007-07-22 00:00:00,"Corinthians","","Náutico","",0,3,2007,13
2007-07-22 00:00:00,"Cruzeiro","","São Paulo","",1,2,2007,13
2007-07-22 00:00:00,"Grêmio","","Flamengo","",1,0,2007,13
2007-07-22 00:00:00,"Fluminense","","Goiás","",3,0,2007,13
2007-07-22 00:00:00,"Sport","","Botafogo","",3,3,2007,13
2007-07-22 00:00:00,"Paraná","","Palmeiras","",1,0,2007,13
2007-07-22 00:00:00,"Santos","","Figueirense","",3,1,2007,13
2007-07-25 00:00:00,"Athletico-PR","PR","Cruzeiro","",2,2,2007,14
2007-07-25 00:00:00,"Goiás","","Santos","",1,0,2007,14
2007-07-25 00:00:00,"Flamengo","","América-RN","RN",3,1,2007,14
2007-07-25 00:00:00,"Náutico","","Grêmio","",0,2,2007,14
2007-07-25 00:00:00,"Palmeiras","","Vasco","",3,2,2007,14
2007-07-25 00:00:00,"Figueirense","","Corinthians","",2,2,2007,14
2007-07-25 00:00:00,"Internacional","","Paraná","",1,0,2007,14
2007-07-26 00:00:00,"Botafogo","","Juventude","",3,1,2007,14
2007-07-26 00:00:00,"São Paulo","","Sport","",3,1,2007,14
2007-07-26 00:00:00,"Atlético-MG","MG","Fluminense","",3,0,2007,14
2007-07-28 00:00:00,"Santos","","Náutico","",1,2,2007,15
2007-07-28 00:00:00,"Grêmio","","Athletico-PR","PR",1,1,2007,15
2007-07-28 00:00:00,"Vasco","","Goiás","",4,1,2007,15
2007-07-29 00:00:00,"Paraná","","Atlético-MG","MG",1,3,2007,15
2007-07-29 00:00:00,"Juventude","","Palmeiras","",1,1,2007,15
2007-07-29 00:00:00,"Sport","","Internacional","",1,5,2007,15
2007-07-29 00:00:00,"Corinthians","","Flamengo","",2,2,2007,15
2007-07-29 00:00:00,"Fluminense","","Figueirense","",1,1,2007,15
2007-07-29 00:00:00,"América-RN","RN","São Paulo","",0,1,2007,15
2007-07-29 00:00:00,"Cruzeiro","","Botafogo","",3,2,2007,15
2007-08-01 00:00:00,"Náutico","","Fluminense","",0,0,2007,16
2007-08-01 00:00:00,"Goiás","","Paraná","",2,0,2007,16
2007-08-01 00:00:00,"Palmeiras","","Sport","",1,2,2007,16
2007-08-01 00:00:00,"Botafogo","","América-RN","RN",4,2,2007,16
2007-08-01 00:00:00,"Athletico-PR","PR","Corinthians","",2,2,2007,16
2007-08-01 00:00:00,"Atlético-MG","MG","Santos","",1,2,2007,16
2007-08-01 00:00:00,"Internacional","","Vasco","",0,2,2007,16
2007-08-02 00:00:00,"São Paulo","","Juventude","",3,1,2007,16
2007-08-02 00:00:00,"Figueirense","","Grêmio","",1,0,2007,16
2007-09-12 00:00:00,"Flamengo","","Cruzeiro","",3,1,2007,16
2007-08-04 00:00:00,"Corinthians","","Goiás","",1,0,2007,17
2007-08-04 00:00:00,"América-RN","RN","Náutico","",1,5,2007,17
2007-08-04 00:00:00,"Sport","","Athletico-PR","PR",3,2,2007,17
2007-08-05 00:00:00,"Juventude","","Atlético-MG","MG",1,2,2007,17
2007-08-05 00:00:00,"Santos","","Flamengo","",3,0,2007,17
2007-08-05 00:00:00,"Cruzeiro","","Internacional","",3,2,2007,17
2007-08-05 00:00:00,"Fluminense","","Palmeiras","",0,1,2007,17
2007-08-05 00:00:00,"Vasco","","Figueirense","",2,2,2007,17
2007-08-05 00:00:00,"Paraná","","Botafogo","",0,0,2007,17
2007-08-05 00:00:00,"Grêmio","","São Paulo","",0,2,2007,17
2007-08-08 00:00:00,"Juventude","","Fluminense","",0,0,2007,18
2007-08-08 00:00:00,"Cruzeiro","","Sport","",2,0,2007,18
2007-08-08 00:00:00,"Náutico","","Figueirense","",4,2,2007,18
2007-08-08 00:00:00,"Botafogo","","São Paulo","",0,2,2007,18
2007-08-08 00:00:00,"Athletico-PR","PR","Flamengo","",2,0,2007,18
2007-08-08 00:00:00,"Goiás","","Atlético-MG","MG",3,2,2007,18
2007-08-09 00:00:00,"Santos","","Paraná","",2,0,2007,18
2007-08-09 00:00:00,"Palmeiras","","Internacional","",1,1,2007,18
2007-08-09 00:00:00,"Grêmio","","América-RN","RN",3,0,2007,18
2007-08-09 00:00:00,"Vasco","","Corinthians","",2,0,2007,18
2007-08-11 00:00:00,"Sport","","Juventude","",3,0,2007,19
2007-08-11 00:00:00,"São Paulo","","Athletico-PR","PR",2,0,2007,19
2007-08-11 00:00:00,"Flamengo","","Náutico","",2,1,2007,19
2007-08-12 00:00:00,"Internacional","","Goiás","",1,0,2007,19
2007-08-12 00:00:00,"Figueirense","","Botafogo","",1,1,2007,19
2007-08-12 00:00:00,"Atlético-MG","MG","Palmeiras","",1,2,2007,19
2007-08-12 00:00:00,"Corinthians","","Grêmio","",2,1,2007,19
2007-08-12 00:00:00,"América-RN","RN","Cruzeiro","",1,2,2007,19
2007-08-12 00:00:00,"Paraná","","Vasco","",0,0,2007,19
2007-08-12 00:00:00,"Fluminense","","Santos","",3,0,2007,19
2007-08-18 00:00:00,"Grêmio","","Paraná","",2,0,2007,20
2007-08-18 00:00:00,"Athletico-PR","PR","Figueirense","",1,1,2007,20
2007-08-18 00:00:00,"Santos","","Sport","",2,0,2007,20
2007-08-19 00:00:00,"Juventude","","Corinthians","",2,2,2007,20
2007-08-19 00:00:00,"Vasco","","América-RN","RN",2,0,2007,20
2007-08-19 00:00:00,"Náutico","","Atlético-MG","MG",0,1,2007,20
2007-08-19 00:00:00,"Palmeiras","","Flamengo","",2,1,2007,20
2007-08-19 00:00:00,"Cruzeiro","","Fluminense","",4,2,2007,20
2007-08-19 00:00:00,"Botafogo","","Internacional","",1,1,2007,20
2007-08-19 00:00:00,"Goiás","","São Paulo","",0,0,2007,20
2007-08-25 00:00:00,"Internacional","","Athletico-PR","PR",1,0,2007,21
2007-08-25 00:00:00,"Fluminense","","Grêmio","",1,1,2007,21
2007-08-25 00:00:00,"Corinthians","","Cruzeiro","",0,3,2007,21
2007-08-26 00:00:00,"Paraná","","Juventude","",3,1,2007,21
2007-08-26 00:00:00,"Atlético-MG","MG","Botafogo","",1,2,2007,21
2007-08-26 00:00:00,"São Paulo","","Náutico","",5,0,2007,21
2007-08-26 00:00:00,"Figueirense","","Palmeiras","",1,2,2007,21
2007-08-26 00:00:00,"América-RN","RN","Santos","",1,4,2007,21
2007-08-26 00:00:00,"Sport","","Vasco","",0,0,2007,21
2007-08-26 00:00:00,"Flamengo","","Goiás","",3,1,2007,21
2007-08-29 00:00:00,"Paraná","","Cruzeiro","",2,2,2007,22
2007-08-29 00:00:00,"Juventude","","Goiás","",2,0,2007,22
2007-08-29 00:00:00,"Figueirense","","América-RN","RN",3,1,2007,22
2007-08-29 00:00:00,"Botafogo","","Flamengo","",1,1,2007,22
2007-08-29 00:00:00,"Palmeiras","","São Paulo","",0,1,2007,22
2007-08-29 00:00:00,"Sport","","Grêmio","",2,0,2007,22
2007-08-29 00:00:00,"Atlético-MG","MG","Corinthians","",5,2,2007,22
2007-08-29 00:00:00,"Internacional","","Fluminense","",1,4,2007,22
2007-08-30 00:00:00,"Santos","","Athletico-PR","PR",3,1,2007,22
2007-08-30 00:00:00,"Vasco","","Náutico","",4,1,2007,22
2007-09-01 00:00:00,"São Paulo","","Paraná","",6,0,2007,23
2007-09-01 00:00:00,"Flamengo","","Sport","",1,1,2007,23
2007-09-01 00:00:00,"América-RN","RN","Juventude","",0,3,2007,23
2007-09-02 00:00:00,"Cruzeiro","","Palmeiras","",5,0,2007,23
2007-09-02 00:00:00,"Grêmio","","Botafogo","",3,0,2007,23
2007-09-02 00:00:00,"Athletico-PR","PR","Atlético-MG","MG",1,0,2007,23
2007-09-02 00:00:00,"Corinthians","","Santos","",2,0,2007,23
2007-09-02 00:00:00,"Náutico","","Internacional","",1,1,2007,23
2007-09-02 00:00:00,"Fluminense","","Vasco","",1,1,2007,23
2007-09-02 00:00:00,"Goiás","","Figueirense","",2,1,2007,23
2007-09-05 00:00:00,"Corinthians","","América-RN","RN",1,0,2007,24
2007-09-05 00:00:00,"Goiás","","Athletico-PR","PR",2,3,2007,24
2007-09-05 00:00:00,"Flamengo","","Figueirense","",4,1,2007,24
2007-09-05 00:00:00,"Juventude","","Cruzeiro","",1,0,2007,24
2007-09-05 00:00:00,"Atlético-MG","MG","São Paulo","",0,0,2007,24
2007-09-05 00:00:00,"Santos","","Internacional","",2,1,2007,24
2007-09-05 00:00:00,"Grêmio","","Vasco","",3,1,2007,24
2007-09-06 00:00:00,"Paraná","","Náutico","",2,4,2007,24
2007-09-06 00:00:00,"Botafogo","","Palmeiras","",1,1,2007,24
2007-09-06 00:00:00,"Sport","","Fluminense","",0,2,2007,24
2007-09-08 00:00:00,"Internacional","","Flamengo","",3,0,2007,25
2007-09-08 00:00:00,"Vasco","","São Paulo","",0,2,2007,25
2007-09-08 00:00:00,"Figueirense","","Atlético-MG","MG",2,1,2007,25
2007-09-08 00:00:00,"Santos","","Juventude","",1,0,2007,25
2007-09-08 00:00:00,"Cruzeiro","","Grêmio","",2,0,2007,25
2007-09-09 00:00:00,"Palmeiras","","Goiás","",2,0,2007,25
2007-09-09 00:00:00,"Paraná","","Corinthians","",1,0,2007,25
2007-09-09 00:00:00,"América-RN","RN","Sport","",1,1,2007,25
2007-09-09 00:00:00,"Fluminense","","Athletico-PR","PR",2,0,2007,25
2007-09-09 00:00:00,"Náutico","","Botafogo","",4,1,2007,25
2007-09-15 00:00:00,"São Paulo","","Santos","",2,1,2007,26
2007-09-15 00:00:00,"Goiás","","Náutico","",0,3,2007,26
2007-09-15 00:00:00,"Fluminense","","América-RN","RN",2,0,2007,26
2007-09-16 00:00:00,"Corinthians","","Botafogo","",0,1,2007,26
2007-09-16 00:00:00,"Athletico-PR","PR","Palmeiras","",2,1,2007,26
2007-09-16 00:00:00,"Sport","","Paraná","",3,1,2007,26
2007-09-16 00:00:00,"Atlético-MG","MG","Cruzeiro","",3,4,2007,26
2007-09-16 00:00:00,"Figueirense","","Juventude","",4,1,2007,26
2007-09-16 00:00:00,"Grêmio","","Internacional","",1,0,2007,26
2007-09-16 00:00:00,"Flamengo","","Vasco","",1,1,2007,26
2007-09-22 00:00:00,"São Paulo","","Figueirense","",2,0,2007,27
2007-09-22 00:00:00,"Grêmio","","Santos","",1,0,2007,27
2007-09-22 00:00:00,"Goiás","","América-RN","RN",1,1,2007,27
2007-09-23 00:00:00,"Náutico","","Sport","",2,0,2007,27
2007-09-23 00:00:00,"Atlético-MG","MG","Internacional","",2,2,2007,27
2007-09-23 00:00:00,"Juventude","","Flamengo","",2,2,2007,27
2007-09-23 00:00:00,"Palmeiras","","Corinthians","",1,0,2007,27
2007-09-23 00:00:00,"Athletico-PR","PR","Paraná","",2,1,2007,27
2007-09-23 00:00:00,"Botafogo","","Fluminense","",0,2,2007,27
2007-09-23 00:00:00,"Vasco","","Cruzeiro","",0,2,2007,27
2007-09-29 00:00:00,"Corinthians","","Sport","",1,2,2007,28
2007-09-29 00:00:00,"Flamengo","","Atlético-MG","MG",1,0,2007,28
2007-09-29 00:00:00,"Náutico","","Athletico-PR","PR",5,0,2007,28
2007-09-30 00:00:00,"Internacional","","São Paulo","",1,2,2007,28
2007-09-30 00:00:00,"Botafogo","","Goiás","",0,3,2007,28
2007-09-30 00:00:00,"Santos","","Vasco","",1,0,2007,28
2007-09-30 00:00:00,"Juventude","","Grêmio","",1,2,2007,28
2007-09-30 00:00:00,"Cruzeiro","","Figueirense","",1,2,2007,28
2007-09-30 00:00:00,"América-RN","RN","Palmeiras","",0,0,2007,28
2007-09-30 00:00:00,"Paraná","","Fluminense","",3,1,2007,28
2007-10-03 00:00:00,"Palmeiras","","Náutico","",2,1,2007,29
2007-10-03 00:00:00,"Sport","","Goiás","",4,0,2007,29
2007-10-03 00:00:00,"Vasco","","Juventude","",0,1,2007,29
2007-10-03 00:00:00,"Grêmio","","Atlético-MG","MG",2,2,2007,29
2007-10-03 00:00:00,"Fluminense","","Corinthians","",1,1,2007,29
2007-10-03 00:00:00,"Athletico-PR","PR","Botafogo","",2,0,2007,29
2007-10-03 00:00:00,"Cruzeiro","","Santos","",0,1,2007,29
2007-10-04 00:00:00,"América-RN","RN","Paraná","",3,2,2007,29
2007-10-04 00:00:00,"Flamengo","","São Paulo","",1,0,2007,29
2007-10-04 00:00:00,"Figueirense","","Internacional","",0,0,2007,29
2007-10-06 00:00:00,"Palmeiras","","Grêmio","",2,0,2007,30
2007-10-06 00:00:00,"Botafogo","","Santos","",1,2,2007,30
2007-10-06 00:00:00,"Náutico","","Juventude","",4,1,2007,30
2007-10-07 00:00:00,"Athletico-PR","PR","Vasco","",1,0,2007,30
2007-10-07 00:00:00,"Atlético-MG","MG","Sport","",3,1,2007,30
2007-10-07 00:00:00,"São Paulo","","Corinthians","",0,1,2007,30
2007-10-07 00:00:00,"Internacional","","América-RN","RN",2,0,2007,30
2007-10-07 00:00:00,"Figueirense","","Paraná","",4,0,2007,30
2007-10-07 00:00:00,"Goiás","","Cruzeiro","",0,0,2007,30
2007-10-07 00:00:00,"Flamengo","","Fluminense","",0,2,2007,30
2007-10-12 00:00:00,"Juventude","","Athletico-PR","PR",0,0,2007,31
2007-10-12 00:00:00,"Cruzeiro","","Náutico","",2,2,2007,31
2007-10-12 00:00:00,"Sport","","Figueirense","",0,0,2007,31
2007-10-13 00:00:00,"Fluminense","","São Paulo","",1,1,2007,31
2007-10-13 00:00:00,"Paraná","","Flamengo","",0,1,2007,31
2007-10-13 00:00:00,"Corinthians","","Internacional","",1,1,2007,31
2007-10-13 00:00:00,"Santos","","Palmeiras","",1,1,2007,31
2007-10-13 00:00:00,"América-RN","RN","Atlético-MG","MG",0,1,2007,31
2007-10-13 00:00:00,"Grêmio","","Goiás","",2,1,2007,31
2007-10-14 00:00:00,"Vasco","","Botafogo","",2,1,2007,31
2007-10-20 00:00:00,"Palmeiras","","Paraná","",3,0,2007,32
2007-10-20 00:00:00,"Goiás","","Fluminense","",5,3,2007,32
2007-10-20 00:00:00,"Botafogo","","Sport","",3,1,2007,32
2007-10-21 00:00:00,"Náutico","","Corinthians","",1,0,2007,32
2007-10-21 00:00:00,"Atlético-MG","MG","Vasco","",1,0,2007,32
2007-10-21 00:00:00,"São Paulo","","Cruzeiro","",1,0,2007,32
2007-10-21 00:00:00,"Athletico-PR","PR","América-RN","RN",2,0,2007,32
2007-10-21 00:00:00,"Flamengo","","Grêmio","",2,0,2007,32
2007-10-21 00:00:00,"Internacional","","Juventude","",3,0,2007,32
2007-10-21 00:00:00,"Figueirense","","Santos","",1,0,2007,32
2007-10-27 00:00:00,"Cruzeiro","","Athletico-PR","PR",1,1,2007,33
2007-10-27 00:00:00,"Fluminense","","Atlético-MG","MG",1,1,2007,33
2007-10-27 00:00:00,"Santos","","Goiás","",3,0,2007,33
2007-10-28 00:00:00,"América-RN","RN","Flamengo","",0,1,2007,33
2007-10-28 00:00:00,"Sport","","São Paulo","",1,2,2007,33
2007-10-28 00:00:00,"Grêmio","","Náutico","",4,3,2007,33
2007-10-28 00:00:00,"Corinthians","","Figueirense","",2,1,2007,33
2007-10-28 00:00:00,"Juventude","","Botafogo","",1,1,2007,33
2007-10-28 00:00:00,"Paraná","","Internacional","",1,0,2007,33
2007-10-28 00:00:00,"Vasco","","Palmeiras","",2,2,2007,33
2007-10-31 00:00:00,"Figueirense","","Fluminense","",0,2,2007,34
2007-10-31 00:00:00,"Athletico-PR","PR","Grêmio","",2,0,2007,34
2007-10-31 00:00:00,"Atlético-MG","MG","Paraná","",0,0,2007,34
2007-10-31 00:00:00,"Goiás","","Vasco","",2,3,2007,34
2007-10-31 00:00:00,"Náutico","","Santos","",1,2,2007,34
2007-10-31 00:00:00,"Flamengo","","Corinthians","",2,1,2007,34
2007-10-31 00:00:00,"São Paulo","","América-RN","RN",3,0,2007,34
2007-11-01 00:00:00,"Botafogo","","Cruzeiro","",4,1,2007,34
2007-11-01 00:00:00,"Palmeiras","","Juventude","",0,1,2007,34
2007-11-01 00:00:00,"Internacional","","Sport","",0,0,2007,34
2007-11-03 00:00:00,"Paraná","","Goiás","",1,0,2007,35
2007-11-03 00:00:00,"Fluminense","","Náutico","",2,1,2007,35
2007-11-03 00:00:00,"Grêmio","","Figueirense","",1,2,2007,35
2007-11-04 00:00:00,"Cruzeiro","","Flamengo","",3,1,2007,35
2007-11-04 00:00:00,"Santos","","Atlético-MG","MG",2,2,2007,35
2007-11-04 00:00:00,"Corinthians","","Athletico-PR","PR",2,2,2007,35
2007-11-04 00:00:00,"América-RN","RN","Botafogo","",1,1,2007,35
2007-11-04 00:00:00,"Sport","","Palmeiras","",3,1,2007,35
2007-11-04 00:00:00,"Vasco","","Internacional","",1,2,2007,35
2007-11-07 00:00:00,"Juventude","","São Paulo","",2,0,2007,35
2007-11-10 00:00:00,"Internacional","","Cruzeiro","",1,0,2007,36
2007-11-10 00:00:00,"Botafogo","","Paraná","",3,2,2007,36
2007-11-10 00:00:00,"Náutico","","América-RN","RN",4,0,2007,36
2007-11-11 00:00:00,"Athletico-PR","PR","Sport","",0,0,2007,36
2007-11-11 00:00:00,"Goiás","","Corinthians","",1,1,2007,36
2007-11-11 00:00:00,"Figueirense","","Vasco","",3,3,2007,36
2007-11-11 00:00:00,"Flamengo","","Santos","",1,0,2007,36
2007-11-11 00:00:00,"Atlético-MG","MG","Juventude","",4,1,2007,36
2007-11-11 00:00:00,"São Paulo","","Grêmio","",1,0,2007,36
2007-11-14 00:00:00,"Palmeiras","","Fluminense","",1,0,2007,36
2007-11-24 00:00:00,"América-RN","RN","Grêmio","",0,3,2007,37
2007-11-24 00:00:00,"Fluminense","","Juventude","",3,2,2007,37
2007-11-25 00:00:00,"São Paulo","","Botafogo","",2,2,2007,37
2007-11-25 00:00:00,"Internacional","","Palmeiras","",2,1,2007,37
2007-11-25 00:00:00,"Paraná","","Santos","",2,3,2007,37
2007-11-25 00:00:00,"Sport","","Cruzeiro","",1,0,2007,37
2007-11-25 00:00:00,"Flamengo","","Athletico-PR","PR",2,0,2007,37
2007-11-28 00:00:00,"Corinthians","","Vasco","",0,1,2007,37
2007-11-28 00:00:00,"Figueirense","","Náutico","",2,0,2007,37
2007-11-28 00:00:00,"Atlético-MG","MG","Goiás","",4,1,2007,37
2007-12-02 00:00:00,"Palmeiras","","Atlético-MG","MG",1,3,2007,38
2007-12-02 00:00:00,"Grêmio","","Corinthians","",1,1,2007,38
2007-12-02 00:00:00,"Juventude","","Sport","",2,1,2007,38
